rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId,prev_actionId,next_actionId,prev_pointId,next_pointId,prev_spinId,next_spinId,prev_positionId,next_positionId,prev_handId,next_handId,prev_strengthId,next_strengthId,prev_strikeId,next_strikeId,has_next,target_serverGetPoint,score_diff,score_total,lead_state,is_close_score,is_deuce_like,is_game_point_self,is_game_point_other,strike_parity,serve_receive_phase,stage_bucket,action_group,action_spin_combo,action_point_combo,hand_action_combo,action_bigram,spin_bigram,action_changed,point_changed,spin_changed,position_changed,hand_changed,prefix_attack_count,prefix_control_count,prefix_defense_count,prefix_serve_count,prefix_unique_action_count,same_action_run_len,same_action_run_bucket
14425,1,309,5,12,5,6,5,0,79,7,4,1,2,1,0,2,0,1,,7,,1,,0,,1,,3,,4,,False,0,1,11,1,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,4,0,0,1,4,1,1
14426,1,309,5,13,5,6,6,0,7,79,4,2,3,1,0,13,0,1,,9,,1,,0,,1,,2,,4,,False,0,0,12,0,1,0,0,0,1,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,2,0,2,1,3,1,1
14427,1,309,5,14,7,6,7,0,7,79,4,1,2,1,0,13,0,1,,8,,1,,0,,1,,3,,4,,False,0,-1,13,-1,1,0,0,0,1,rally,5_8_mid,Defense,13|1,13|0,1|13,1->13,1->1,1,1,0,0,0,2,2,2,1,4,1,1
14428,1,309,5,15,6,6,8,1,7,79,4,2,2,1,0,13,0,1,,9,,1,,0,,1,,2,,4,,False,1,-2,14,-1,0,0,0,0,0,rally,5_8_mid,Defense,13|1,13|0,2|13,1->13,1->1,1,1,0,0,1,3,0,2,1,3,1,1
14429,1,309,5,16,2,6,9,1,7,79,2,2,1,4,0,10,1,15,,9,,4,,2,,1,,3,,1,,False,1,-3,15,-1,0,0,0,0,0,receive,2_receive,Control,10|4,10|0,2|10,15->10,4->4,1,1,0,1,1,0,1,0,1,2,1,1
14430,1,309,5,17,3,6,10,0,7,79,4,2,2,2,0,10,0,10,,9,,2,,1,,1,,2,,2,,False,0,-4,16,-1,0,0,0,1,1,rally,3_4_early,Control,10|2,10|0,2|10,10->10,2->2,0,1,0,1,1,0,2,0,1,2,2,2
14431,1,311,1,1,15,0,0,0,196,56,4,2,1,2,0,12,0,3,,9,,1,,0,,1,,3,,4,,False,0,0,0,0,1,0,0,0,1,rally,9plus_late,Defense,12|2,12|0,2|12,3->12,1->2,1,1,1,0,1,6,3,5,0,7,1,1
14432,1,311,1,2,4,1,0,1,56,196,4,2,2,1,0,2,0,1,,9,,1,,0,,1,,3,,4,,False,1,1,1,1,1,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,2|2,1->2,1->1,1,1,0,0,1,2,1,0,0,4,1,1
14433,1,311,1,3,6,1,1,1,196,56,4,1,2,1,0,1,0,10,,6,,2,,0,,2,,1,,4,,False,1,0,2,0,1,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,1|1,10->1,2->1,1,1,1,0,1,1,4,0,0,3,1,1
14434,1,311,1,4,8,1,2,1,196,56,4,0,0,0,0,0,0,6,,7,,3,,0,,2,,2,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,6->0,3->0,1,1,1,0,1,4,0,2,0,5,1,1
14435,1,311,1,5,4,3,1,1,56,196,4,1,3,1,0,1,0,12,,5,,2,,0,,2,,3,,4,,False,1,2,4,1,0,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,2,0,1,0,3,1,1
14436,1,311,1,6,7,2,3,0,196,56,4,1,2,1,0,2,0,1,,7,,1,,0,,1,,3,,4,,False,0,-1,5,-1,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,3,1,2,0,6,1,1
14437,1,311,1,7,2,2,4,1,196,56,2,2,2,2,0,10,0,0,,7,,5,,0,,1,,3,,1,,False,1,-2,6,-1,0,0,0,0,0,receive,2_receive,Control,10|2,10|0,2|10,0->10,5->2,1,1,1,0,1,0,1,0,0,2,1,1
14438,1,311,1,8,9,5,2,0,56,196,4,2,2,3,0,6,0,6,,8,,2,,0,,2,,2,,4,,False,0,3,7,1,0,0,0,0,1,rally,9plus_late,Attack,6|3,6|0,2|6,6->6,2->3,0,1,1,0,0,4,4,0,0,5,2,2
14439,1,311,1,9,11,3,5,0,196,56,4,2,1,2,0,10,0,11,,2,,2,,0,,1,,1,,4,,False,0,-2,8,-1,0,0,0,0,1,rally,9plus_late,Control,10|2,10|0,2|10,11->10,2->2,1,1,0,0,1,3,4,3,0,5,1,1
14440,1,311,1,10,6,6,3,1,56,196,4,0,0,0,0,0,0,3,,8,,1,,0,,1,,3,,4,,False,1,3,9,1,0,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,1->0,1,1,1,0,1,3,1,0,0,5,1,1
14441,1,311,1,11,7,6,4,0,56,196,4,0,0,0,0,0,0,3,,9,,1,,0,,1,,3,,4,,False,0,2,10,1,0,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,1->0,1,1,1,0,1,3,1,1,0,5,1,1
14442,1,311,1,12,6,5,6,1,196,56,4,1,2,1,0,5,0,1,,7,,1,,0,,1,,3,,4,,False,1,-1,11,-1,1,0,0,0,0,rally,5_8_mid,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,0,3,0,2,0,4,1,1
14443,1,311,1,13,6,7,5,1,56,196,4,2,2,3,0,6,0,1,,9,,1,,0,,1,,2,,4,,False,1,2,12,1,0,0,0,0,0,rally,5_8_mid,Attack,6|3,6|0,2|6,1->6,1->3,1,1,1,0,1,2,3,0,0,4,1,1
14444,1,311,1,14,6,7,6,1,56,196,4,0,0,0,0,0,0,3,,7,,3,,0,,1,,3,,4,,False,1,1,13,1,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,2,2,0,0,4,1,1
14445,1,311,1,15,4,7,7,1,196,56,4,1,3,3,0,3,0,10,,7,,1,,0,,2,,1,,4,,False,1,0,14,0,1,0,0,0,0,rally,3_4_early,Attack,3|3,3|0,1|3,10->3,1->3,1,1,1,0,1,1,2,0,0,3,1,1
14446,1,311,1,16,6,7,8,1,196,56,4,2,0,0,0,13,0,3,,9,,3,,0,,1,,3,,4,,False,1,-1,15,-1,1,0,0,0,0,rally,5_8_mid,Defense,13|0,13|0,2|13,3->13,3->0,1,1,1,0,1,1,3,1,0,4,1,1
14447,1,311,1,17,4,9,7,1,56,196,4,1,2,2,0,12,0,1,,4,,1,,0,,1,,3,,4,,False,1,2,16,1,0,0,0,0,0,rally,3_4_early,Defense,12|2,12|0,1|12,1->12,1->2,1,1,1,0,0,1,1,1,0,4,1,1
14448,1,311,1,18,4,9,8,1,56,196,4,1,3,3,0,3,0,10,,5,,2,,0,,2,,1,,4,,False,1,1,17,1,1,0,0,0,0,rally,3_4_early,Attack,3|3,3|0,1|3,10->3,2->3,1,1,1,0,1,1,2,0,0,3,1,1
14449,1,311,1,19,3,9,9,0,56,196,4,1,2,3,0,1,0,10,,5,,2,,0,,2,,2,,2,,False,0,0,18,0,1,0,0,0,1,rally,3_4_early,Attack,1|3,1|0,1|1,10->1,2->3,1,1,1,0,1,1,1,0,0,3,1,1
14450,1,311,1,20,2,10,9,1,196,56,2,2,2,2,0,10,0,0,,7,,5,,0,,1,,3,,1,,False,1,1,19,1,1,0,1,0,0,receive,2_receive,Control,10|2,10|0,2|10,0->10,5->2,1,1,1,0,1,0,1,0,0,2,1,1
14451,1,311,1,21,3,10,10,0,196,56,4,1,3,1,0,1,0,11,,5,,1,,0,,1,,1,,2,,False,0,0,20,0,1,1,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,11->1,1->1,1,1,0,0,0,1,1,0,0,3,1,1
14452,1,311,1,22,11,11,10,0,56,196,4,1,3,3,0,3,0,12,,9,,2,,0,,2,,3,,4,,False,0,1,21,1,1,1,1,0,1,rally,9plus_late,Attack,3|3,3|0,1|3,12->3,2->3,1,1,1,0,1,3,2,5,0,6,1,1
14453,1,311,1,23,2,11,11,1,56,196,2,2,3,1,0,4,0,0,,3,,5,,0,,2,,2,,1,,False,1,0,22,0,1,1,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,0->4,5->1,1,1,1,0,0,1,0,0,0,2,1,1
14454,1,311,1,24,9,11,12,0,56,196,4,1,2,1,0,1,0,9,,7,,2,,0,,2,,1,,4,,False,0,-1,23,-1,1,1,0,1,1,rally,9plus_late,Attack,1|1,1|0,1|1,9->1,2->1,1,1,1,0,1,3,5,0,0,6,1,1
14455,1,311,2,1,4,0,0,1,196,56,4,1,2,3,0,3,0,1,,5,,1,,0,,2,,2,,4,,False,1,0,0,0,1,0,0,0,0,rally,3_4_early,Attack,3|3,3|0,1|3,1->3,1->3,1,1,1,0,1,2,1,0,0,4,1,1
14456,1,311,2,2,7,1,0,0,56,196,4,1,2,3,0,11,0,12,,4,,2,,0,,2,,1,,4,,False,0,1,1,1,1,0,0,0,1,rally,5_8_mid,Control,11|3,11|0,1|11,12->11,2->3,1,1,1,0,1,1,3,2,0,5,1,1
14457,1,311,2,3,5,1,1,0,196,56,4,2,2,2,0,12,0,3,,9,,3,,0,,1,,3,,4,,False,0,0,2,0,1,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,2|12,3->12,3->2,1,1,1,0,1,1,2,1,0,5,1,1
14458,1,311,2,4,2,2,1,1,56,196,2,1,2,1,0,1,0,0,,6,,4,,0,,2,,2,,1,,False,1,1,3,1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,1|1,0->1,4->1,1,1,1,0,1,1,0,0,0,2,1,1
14459,1,311,2,5,5,2,2,0,56,196,4,1,2,1,0,1,0,12,,7,,2,,0,,1,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,0,2,0,2,0,3,1,1
14460,1,311,2,6,4,3,2,1,196,56,4,0,0,0,0,0,0,3,,7,,3,,0,,1,,3,,4,,False,1,1,5,1,1,0,0,0,0,rally,3_4_early,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,1,0,1,0,3,1,1
14461,1,311,2,7,6,3,3,1,56,196,4,0,0,0,0,0,0,3,,8,,3,,0,,1,,3,,4,,False,1,0,6,0,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,1,3,0,0,3,1,1
14462,1,311,2,8,5,4,3,0,196,56,4,1,2,3,0,13,0,1,,8,,1,,0,,2,,3,,4,,False,0,1,7,1,1,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,1,1,2,1,0,5,1,1
14463,1,311,2,9,8,4,4,1,196,56,4,1,0,0,0,0,0,1,,8,,1,,0,,1,,2,,4,,False,1,0,8,0,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,1|0,1->0,1->0,1,1,1,0,0,2,1,3,0,5,1,1
14464,1,311,2,10,7,5,4,0,56,196,4,1,0,0,0,0,0,13,,7,,3,,0,,1,,2,,4,,False,0,1,9,1,1,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,1|0,13->0,3->0,1,1,1,0,0,1,1,3,0,5,1,1
14465,1,311,2,11,6,5,5,1,56,196,4,1,2,1,0,1,0,12,,5,,2,,0,,2,,3,,4,,False,1,0,10,0,1,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,2,2,1,0,4,1,1
14466,1,311,2,12,2,5,6,1,56,196,2,2,2,1,0,4,0,0,,5,,4,,0,,2,,1,,1,,False,1,-1,11,-1,1,0,0,0,0,receive,2_receive,Attack,4|1,4|0,2|4,0->4,4->1,1,1,1,0,0,1,0,0,0,2,1,1
14467,1,311,2,13,19,5,7,0,56,196,4,1,2,1,0,1,0,12,,7,,2,,0,,2,,3,,4,,False,0,-2,12,-1,0,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,9,2,7,0,5,1,1
14468,1,311,2,14,8,8,5,1,196,56,4,0,0,0,0,0,0,3,,9,,3,,0,,1,,3,,4,,False,1,3,13,1,0,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,2,1,3,0,5,1,1
14469,1,311,2,15,10,6,8,1,56,196,4,1,0,0,0,0,0,10,,3,,2,,0,,2,,2,,4,,False,1,-2,14,-1,0,0,0,0,0,rally,9plus_late,Zero,0|0,0|0,1|0,10->0,2->0,1,1,1,0,1,2,4,2,0,6,1,1
14470,1,311,2,16,5,9,6,0,196,56,4,2,2,2,0,12,0,1,,9,,1,,0,,1,,3,,4,,False,0,3,15,1,0,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,2|12,1->12,1->2,1,1,1,0,1,1,2,1,0,4,1,1
14471,1,311,2,17,5,7,9,0,56,196,4,1,2,3,0,3,0,10,,9,,2,,0,,2,,1,,4,,False,0,-2,16,-1,0,0,0,0,1,rally,5_8_mid,Attack,3|3,3|0,1|3,10->3,2->3,1,1,1,0,1,1,3,0,0,4,1,1
14472,1,311,2,18,21,7,10,0,56,196,4,0,0,0,0,0,0,3,,7,,2,,0,,2,,2,,4,,False,0,-3,17,-1,0,0,0,1,1,rally,9plus_late,Zero,0|0,0|0,0|0,3->0,2->0,1,1,1,0,1,7,5,7,0,8,1,1
14473,1,311,3,1,4,0,0,1,56,196,4,1,2,3,0,3,0,10,,7,,2,,0,,2,,1,,4,,False,1,0,0,0,1,0,0,0,0,rally,3_4_early,Attack,3|3,3|0,1|3,10->3,2->3,1,1,1,0,1,1,2,0,0,3,1,1
14474,1,311,3,2,7,1,0,0,196,56,4,2,2,5,0,12,0,1,,8,,1,,0,,1,,2,,4,,False,0,1,1,1,1,0,0,0,1,rally,5_8_mid,Defense,12|5,12|0,2|12,1->12,1->5,1,1,1,0,1,3,1,2,0,5,1,1
14475,1,311,3,3,6,1,1,1,196,56,4,0,0,0,0,0,0,11,,2,,2,,0,,1,,1,,4,,False,1,0,2,0,1,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,11->0,2->0,1,1,1,0,1,1,1,2,0,4,1,1
14476,1,311,3,4,10,1,2,1,196,56,4,1,2,3,0,5,0,1,,8,,1,,0,,1,,2,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,9plus_late,Attack,5|3,5|0,1|5,1->5,1->3,1,1,1,0,0,5,2,2,0,6,1,1
14477,1,311,3,5,10,3,1,1,56,196,4,2,2,3,0,6,0,13,,9,,3,,0,,1,,2,,4,,False,1,2,4,1,0,0,0,0,0,rally,9plus_late,Attack,6|3,6|0,2|6,13->6,3->3,1,1,0,0,1,3,3,3,0,6,1,1
14478,1,311,3,6,8,3,2,1,56,196,4,1,2,3,0,3,0,5,,9,,3,,0,,1,,2,,4,,False,1,1,5,1,1,0,0,0,0,rally,5_8_mid,Attack,3|3,3|0,1|3,5->3,3->3,1,1,0,0,0,4,1,2,0,6,1,1
14479,1,311,3,7,5,3,3,0,56,196,4,1,2,1,0,1,0,12,,9,,2,,0,,2,,1,,4,,False,0,0,6,0,1,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,1,1,2,0,4,1,1
14480,1,311,3,8,14,4,3,1,196,56,4,1,2,1,0,2,0,1,,8,,1,,0,,1,,3,,4,,False,1,1,7,1,1,0,0,0,0,rally,9plus_late,Attack,2|1,2|0,1|2,1->2,1->1,1,1,0,0,0,8,0,5,0,6,1,1
14481,1,311,3,9,4,4,4,1,56,196,4,1,1,1,0,1,0,10,,4,,5,,0,,2,,2,,4,,False,1,0,8,0,1,0,0,0,0,rally,3_4_early,Attack,1|1,1|0,1|1,10->1,5->1,1,1,1,0,1,1,2,0,0,4,1,1
14482,1,311,3,10,12,4,5,1,56,196,4,1,3,3,0,3,0,12,,5,,5,,0,,2,,2,,4,,False,1,-1,9,-1,1,0,0,0,0,rally,9plus_late,Attack,3|3,3|0,1|3,12->3,5->3,1,1,1,0,1,4,2,5,0,6,1,1
14483,1,311,3,11,5,4,6,0,56,196,4,2,2,2,0,10,0,10,,6,,2,,0,,2,,3,,4,,False,0,-2,10,-1,0,0,0,0,1,rally,5_8_mid,Control,10|2,10|0,2|10,10->10,2->2,0,1,0,0,0,0,4,0,0,2,4,4plus
14484,1,311,3,12,11,4,7,0,56,196,4,1,1,1,0,1,0,12,,5,,2,,0,,2,,3,,4,,False,0,-3,11,-1,0,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,4,1,5,0,6,1,1
14485,1,311,3,13,10,4,8,1,56,196,4,1,1,2,0,11,0,12,,4,,2,,0,,2,,1,,4,,False,1,-4,12,-1,0,0,0,0,0,rally,9plus_late,Control,11|2,11|0,1|11,12->11,2->2,1,1,0,0,1,2,3,4,0,5,1,1
14486,1,311,3,14,13,9,4,0,196,56,4,2,2,5,0,12,0,1,,6,,1,,0,,1,,2,,4,,False,0,5,13,1,0,0,0,0,1,rally,9plus_late,Defense,12|5,12|0,2|12,1->12,1->5,1,1,1,0,1,4,2,6,0,6,1,1
14487,1,311,3,15,10,9,5,1,196,56,4,2,3,5,0,12,0,1,,9,,1,,0,,1,,3,,4,,False,1,4,14,1,0,0,0,0,0,rally,9plus_late,Defense,12|5,12|0,2|12,1->12,1->5,1,1,1,0,1,3,1,5,0,4,1,1
14488,1,311,3,16,8,9,6,1,196,56,4,2,3,2,0,12,0,1,,9,,1,,0,,1,,3,,4,,False,1,3,15,1,0,0,0,0,0,rally,5_8_mid,Defense,12|2,12|0,2|12,1->12,1->2,1,1,1,0,1,2,1,4,0,5,1,1
14489,1,311,3,17,2,7,9,1,56,196,2,1,2,2,0,11,0,0,,1,,2,,0,,1,,3,,1,,False,1,-2,16,-1,0,0,0,0,0,receive,2_receive,Control,11|2,11|0,1|11,0->11,2->2,1,1,0,0,0,0,1,0,0,2,1,1
14490,1,311,3,18,5,10,7,0,196,56,4,2,2,5,0,12,0,1,,8,,1,,0,,1,,2,,4,,False,0,3,17,1,0,0,1,0,1,rally,5_8_mid,Defense,12|5,12|0,2|12,1->12,1->5,1,1,1,0,1,2,0,2,0,4,1,1
14491,1,311,3,19,4,10,8,1,196,56,4,1,2,1,0,5,0,1,,7,,1,,0,,1,,2,,4,,False,1,2,18,1,0,0,1,0,0,rally,3_4_early,Attack,5|1,5|0,1|5,1->5,1->1,1,1,0,0,0,2,1,0,0,4,1,1
14492,1,311,3,20,17,9,10,0,56,196,4,1,2,1,0,2,0,2,,7,,1,,0,,1,,3,,4,,False,0,-1,19,-1,1,0,0,1,1,rally,9plus_late,Attack,2|1,2|0,1|2,2->2,1->1,0,1,0,0,0,7,2,7,0,8,2,2
14493,1,311,4,1,11,0,0,0,56,196,4,1,2,1,0,1,0,12,,7,,2,,0,,2,,1,,4,,False,0,0,0,0,1,0,0,0,1,rally,9plus_late,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,5,2,3,0,7,1,1
14494,1,311,4,2,3,0,1,0,56,196,4,0,0,0,0,0,0,12,,5,,2,,0,,2,,2,,2,,False,0,-1,1,-1,1,0,0,0,1,rally,3_4_early,Zero,0|0,0|0,0|0,12->0,2->0,1,1,1,0,1,0,0,1,0,2,1,1
14495,1,311,4,3,5,2,0,0,196,56,4,2,3,2,0,12,0,3,,9,,3,,0,,1,,3,,4,,False,0,2,2,1,0,0,0,0,1,rally,5_8_mid,Defense,12|2,12|0,2|12,3->12,3->2,1,1,1,0,1,1,1,2,0,4,1,1
14496,1,311,4,4,16,1,2,1,56,196,4,1,1,2,0,11,0,12,,7,,2,,0,,2,,1,,4,,False,1,-1,3,-1,1,0,0,0,0,rally,9plus_late,Control,11|2,11|0,1|11,12->11,2->2,1,1,0,0,1,7,2,6,0,7,1,1
14497,1,311,4,5,3,1,3,0,56,196,4,1,2,1,0,1,0,12,,7,,2,,0,,1,,3,,2,,False,0,-2,4,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,0,1,0,1,0,3,1,1
14498,1,311,4,6,4,4,1,1,196,56,4,1,2,1,0,2,0,3,,7,,3,,0,,1,,2,,4,,False,1,3,5,1,0,0,0,0,0,rally,3_4_early,Attack,2|1,2|0,1|2,3->2,3->1,1,1,1,0,0,2,0,1,0,4,1,1
14499,1,311,4,7,6,2,4,1,56,196,4,0,0,0,0,0,0,3,,9,,3,,0,,1,,3,,4,,False,1,-2,6,-1,0,0,0,0,0,rally,5_8_mid,Zero,0|0,0|0,0|0,3->0,3->0,1,1,1,0,1,2,2,0,0,4,1,1
14500,1,311,4,8,6,2,5,1,56,196,4,1,2,3,0,3,0,12,,5,,2,,0,,2,,3,,4,,False,1,-3,7,-1,0,0,0,0,0,rally,5_8_mid,Attack,3|3,3|0,1|3,12->3,2->3,1,1,1,0,1,2,2,1,0,5,1,1
14501,1,311,4,9,9,2,6,0,56,196,4,1,2,1,0,2,0,2,,8,,4,,0,,1,,3,,4,,False,0,-4,8,-1,0,0,0,0,1,rally,9plus_late,Attack,2|1,2|0,1|2,2->2,4->1,0,1,1,0,0,6,0,2,0,5,3,3
14502,1,311,4,10,7,2,7,0,56,196,4,0,0,0,0,0,0,1,,8,,1,,0,,1,,3,,4,,False,0,-5,9,-1,0,0,0,0,1,rally,5_8_mid,Zero,0|0,0|0,0|0,1->0,1->0,1,1,1,0,1,1,3,1,0,4,1,1
14503,1,311,4,11,12,2,8,1,56,196,4,2,2,1,0,13,0,2,,9,,5,,0,,1,,3,,4,,False,1,-6,10,-1,0,0,0,0,0,rally,9plus_late,Defense,13|1,13|0,2|13,2->13,5->1,1,1,1,0,1,6,1,4,0,8,1,1
14504,1,311,4,12,8,2,9,1,56,196,4,1,1,1,0,1,0,12,,7,,2,,0,,2,,2,,4,,False,1,-7,11,-1,0,0,0,0,0,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,2,2,3,0,5,1,1
14505,1,311,4,13,5,2,10,0,56,196,4,1,2,1,0,1,0,12,,5,,2,,0,,2,,1,,4,,False,0,-8,12,-1,0,0,0,1,1,rally,5_8_mid,Attack,1|1,1|0,1|1,12->1,2->1,1,1,1,0,1,1,2,1,0,4,1,1
14506,1,312,1,1,3,0,0,0,7,31,4,1,2,1,0,7,0,11,,1,,2,,1,,1,,1,,2,,False,0,0,0,0,1,0,0,0,1,rally,3_4_early,Attack,7|1,7|0,1|7,11->7,2->1,1,1,1,1,0,1,1,0,1,3,1,1
14507,1,312,1,2,2,1,0,1,31,7,2,2,2,1,0,1,1,15,,9,,4,,1,,1,,3,,1,,False,1,1,1,1,1,0,0,0,0,receive,2_receive,Attack,1|1,1|0,2|1,15->1,4->1,1,1,1,0,1,1,0,0,1,2,1,1
14508,1,312,1,3,5,1,1,0,31,7,4,1,2,1,0,2,0,2,,8,,1,,0,,1,,2,,4,,False,0,0,2,0,1,0,0,0,1,rally,5_8_mid,Attack,2|1,2|0,1|2,2->2,1->1,0,1,0,0,0,3,1,0,1,4,2,2
14509,1,312,1,4,2,2,1,1,7,31,2,2,2,4,0,4,2,15,,2,,3,,1,,1,,2,,1,,False,1,1,3,1,1,0,0,0,0,receive,2_receive,Attack,4|4,4|0,2|4,15->4,3->4,1,1,1,1,1,1,0,0,1,2,1,1
14510,1,312,1,5,9,2,2,0,7,31,4,2,2,3,0,13,0,2,,9,,1,,0,,1,,3,,4,,False,0,0,4,0,1,0,0,0,1,rally,9plus_late,Defense,13|3,13|0,2|13,2->13,1->3,1,1,1,0,1,6,0,2,1,6,1,1
14511,1,312,1,6,3,2,3,0,7,31,4,2,2,1,0,6,0,4,,9,,4,,1,,2,,2,,2,,False,0,-1,5,-1,1,0,0,0,1,rally,3_4_early,Attack,6|1,6|0,2|6,4->6,4->1,1,1,1,1,0,2,0,0,1,3,1,1
14512,1,312,1,7,2,2,4,1,7,31,2,2,2,1,0,6,1,16,,9,,4,,1,,1,,2,,1,,False,1,-2,6,-1,0,0,0,0,0,receive,2_receive,Attack,6|1,6|0,2|6,16->6,4->1,1,1,1,0,1,1,0,0,1,2,1,1
14513,1,312,1,8,4,2,5,1,7,31,4,1,2,3,0,13,0,2,,8,,1,,0,,1,,2,,4,,False,1,-3,7,-1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,2->13,1->3,1,1,1,0,0,2,0,1,1,4,1,1
14514,1,312,1,9,3,2,6,0,7,31,4,1,0,0,0,1,0,10,,7,,2,,1,,1,,2,,2,,False,0,-4,8,-1,0,0,0,0,1,rally,3_4_early,Attack,1|0,1|0,1|1,10->1,2->0,1,1,1,1,0,1,1,0,1,3,1,1
14515,1,312,1,10,5,2,7,0,7,31,4,1,2,1,0,1,0,13,,8,,3,,0,,2,,2,,4,,False,0,-5,9,-1,0,0,0,0,1,rally,5_8_mid,Attack,1|1,1|0,1|1,13->1,3->1,1,1,1,0,1,3,0,1,1,4,1,1
14516,1,312,1,11,5,8,2,0,31,7,4,2,2,3,0,13,0,6,,9,,1,,0,,2,,3,,4,,False,0,6,10,1,0,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,2|13,6->13,1->3,1,1,1,0,0,2,0,2,1,4,1,1
14517,1,312,1,12,3,8,3,0,31,7,4,2,0,0,0,1,0,10,,9,,2,,1,,2,,2,,2,,False,0,5,11,1,0,0,0,0,1,rally,3_4_early,Attack,1|0,1|0,2|1,10->1,2->0,1,1,1,1,0,1,1,0,1,3,1,1
14518,1,312,1,13,3,4,8,0,7,31,4,2,2,1,0,1,0,7,,9,,1,,1,,1,,2,,2,,False,0,-4,12,-1,0,0,0,0,1,rally,3_4_early,Attack,1|1,1|0,2|1,7->1,1->1,1,1,0,1,1,2,0,0,1,3,1,1
14519,1,312,1,14,4,9,4,1,31,7,4,1,1,3,0,13,0,2,,8,,1,,0,,1,,3,,4,,False,1,5,13,1,0,0,0,0,0,rally,3_4_early,Defense,13|3,13|0,1|13,2->13,1->3,1,1,1,0,0,2,0,1,1,4,1,1
14520,1,312,1,15,5,9,5,0,31,7,4,1,1,3,0,13,0,1,,7,,1,,0,,2,,3,,4,,False,0,4,14,1,0,0,0,0,1,rally,5_8_mid,Defense,13|3,13|0,1|13,1->13,1->3,1,1,1,0,1,2,0,2,1,3,1,1
14521,1,312,1,16,8,6,9,1,7,31,4,2,2,1,0,6,0,1,,9,,1,,0,,2,,2,,4,,False,1,-3,15,-1,0,0,0,0,0,rally,5_8_mid,Attack,6|1,6|0,2|6,1->6,1->1,1,1,0,0,0,4,1,2,1,5,1,1
14522,1,312,1,17,14,10,6,1,31,7,4,2,0,0,0,14,0,1,,9,,1,,0,,1,,3,,4,,False,1,4,16,1,0,0,1,0,0,rally,9plus_late,Defense,14|0,14|0,2|14,1->14,1->0,1,1,1,0,1,7,0,6,1,7,1,1
14523,1,312,1,18,2,10,7,1,31,7,2,2,2,1,0,1,1,15,,5,,4,,1,,1,,2,,1,,False,1,3,17,1,0,0,1,0,0,receive,2_receive,Attack,1|1,1|0,2|1,15->1,4->1,1,1,1,0,1,1,0,0,1,2,1,1
